track_id,track_name,topic_id,topic_name,rank,reference_classification,title,case_number,court,decision_date,source_url,applicability_note,raw_text_path
beauty,化妆品/美妆,endorsement,广告代言/推荐证明,1,administrative_judicial_reference,徐州宇彤医疗器械有限公司第一分公司与徐州市泉山区市场监督管理局行政处罚二审行政判决书,(2021)苏03行终63号,江苏省徐州市中级人民法院,2021-04-15,https://www.pkulaw.com/pfnl/c05aeed05a57db0ad1256443bcc49100c88a87bcdf2e77abbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__medical_beauty_device_guarantee__333bec1e___2021_苏03行终63号.json
beauty,化妆品/美妆,endorsement,广告代言/推荐证明,2,administrative_judicial_reference,息县工商管理和质量技术监督局诉息县广播电视台处罚决定书案,(2017)豫1528行审92号,河南省息县人民法院,2017-06-13,https://www.pkulaw.com/pfnl/a25051f3312b07f3c0ef6e961415cf81af9f3f5ec489322dbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__live_commerce_ad__a6165916___2017_豫1528行审92号.json
beauty,化妆品/美妆,endorsement,广告代言/推荐证明,3,administrative_judicial_reference,临邑县市场监督管理局、临邑县临南镇双丰至尚洗化百货商店非诉执行审查行政裁定书,(2019)鲁1424行审75号,山东省临邑县人民法院,2019-08-01,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4fa6ce21383053071257b181183b2c3d7bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__ac711b6d___2019_鲁1424行审75号.json
beauty,化妆品/美妆,endorsement,广告代言/推荐证明,4,administrative_judicial_reference,苏州开禧医药有限公司与苏州市吴江区市场监督管理局行政处罚一审行政判决书,(2018)苏0508行初268号,江苏省苏州市姑苏区人民法院,2018-12-28,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc48709858208ea3254d8a61eeeb1a2e3acbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__80f1858a___2018_苏0508行初268号.json
beauty,化妆品/美妆,endorsement,广告代言/推荐证明,5,administrative_judicial_reference,武汉市工商行政管理局、武汉电视广告传播有限公司非诉执行审查行政裁定书,(2018)鄂0103行审29号,湖北省武汉市江汉区人民法院,2018-09-25,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc494247d4c1de7e13f7b85925703cc9712bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10/raw/get_case_list__s04_endorsement__kw1_广告_广告代言人_推荐_证明_处罚.json
beauty,化妆品/美妆,edible,可食用/食品级/口服宣称,1,civil_judicial_reference,陶某诉广州易初莲花连锁超市有限公司天河分公司产品责任纠纷案,(2016)粤0111民初6335号,广东省广州市白云区人民法院,2016-11-16,https://www.pkulaw.com/pfnl/a25051f3312b07f3d8352f31573a66643de63700d7cb5c28bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10_targeted/raw/s05__食品级更安全_牙膏.json
beauty,化妆品/美妆,edible,可食用/食品级/口服宣称,2,civil_judicial_reference,陶梓欣诉广州易初莲花连锁超市有限公司天河分公司产品责任纠纷案,(2016)粤0111民初6336号,广东省广州市白云区人民法院,2016-11-16,https://www.pkulaw.com/pfnl/a25051f3312b07f3336c13e7b14fadee19f43666250ffafdbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10_targeted/raw/s05__食品级更安全_牙膏.json
beauty,化妆品/美妆,edible,可食用/食品级/口服宣称,3,civil_judicial_reference,王海东诉上海东方电视购物有限公司买卖合同纠纷案,(2014)杨民一(民)初字第4713号,上海市杨浦区人民法院,2014-08-21,https://www.pkulaw.com/pfnl/a25051f3312b07f3cd7cc39f5c31d80dcd7d8eb0d185215abdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10_targeted/raw/s05__可以吃的化妆品.json
beauty,化妆品/美妆,edible,可食用/食品级/口服宣称,4,administrative_judicial_reference,武汉市工商行政管理局、武汉电视广告传媒有限公司非诉执行审查案,(2017)鄂0103行审61号,湖北省武汉市江汉区人民法院,2017-09-19,https://www.pkulaw.com/pfnl/a25051f3312b07f3a9d6f24ae50f0c0bd4a0d43054733a11bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__native_health_ad__b7aba4b2___2017_鄂0103行审61号.json
beauty,化妆品/美妆,edible,可食用/食品级/口服宣称,5,administrative_judicial_reference,武汉市工商行政管理局、武汉电视广告传媒有限公司非诉执行审查行政裁定书,(2018)鄂0103行审46号,湖北省武汉市江汉区人民法院,2018-12-10,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4266582377894124be99fed0d314d6bf2bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10/raw/get_case_list__s04_endorsement__kw1_广告_广告代言人_推荐_证明_处罚.json
beauty,化妆品/美妆,gift,买赠/促销规则,1,administrative_judicial_reference,武汉市工商行政管理局、武汉电视广告传播有限公司非诉执行审查行政裁定书,(2018)鄂0103行审29号,湖北省武汉市江汉区人民法院,2018-09-25,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc494247d4c1de7e13f7b85925703cc9712bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10/raw/get_case_list__s04_endorsement__kw1_广告_广告代言人_推荐_证明_处罚.json
beauty,化妆品/美妆,gift,买赠/促销规则,2,administrative_judicial_reference,武汉市工商行政管理局、武汉广播广告传媒有限公司非诉执行审查行政裁定书,(2018)鄂0103行审47号,湖北省武汉市江汉区人民法院,2018-12-11,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc422213d393121af55c0bd17a3be804454bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_gap_search/20260917_gap10/raw/get_case_list__s04_endorsement__kw1_广告_广告代言人_推荐_证明_处罚.json
